Task_Start_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type
01-01-2024 01:46,42.83,6057,4640,9.74,3407,658.71,High,Priority-Based,Dynamic
01-01-2024 01:47,70.44,6373,1358,1.15,1357,232.13,Medium,FCFS,Static
01-01-2024 01:48,28.3,7624,2115,4.47,4254,361.68,Medium,Priority-Based,Static
01-01-2024 01:49,16.16,1353,4933,2.84,4280,976.88,Low,Round Robin,Dynamic
01-01-2024 01:50,33.18,4232,1802,5.03,4436,231.81,High,ASB-Dynamic-CapsNet,Static
01-01-2024 01:51,22.9,2783,973,9.24,4008,565.91,High,Priority-Based,Static
01-01-2024 01:52,84.38,1829,665,7.38,1702,406.45,High,Round Robin,Dynamic
01-01-2024 01:53,74.65,977,2118,6.79,1917,770.63,High,Priority-Based,Dynamic
01-01-2024 01:54,60.67,3226,1985,4.69,76,868.72,Medium,Round Robin,Static
01-01-2024 01:55,79.72,3591,2223,6.88,4699,347.43,High,FCFS,Dynamic
01-01-2024 01:56,74.29,6859,4742,0.81,982,663.79,High,ASB-Dynamic-CapsNet,Static
01-01-2024 01:57,24.93,7498,2414,6.07,3508,553.56,High,Priority-Based,Static
01-01-2024 01:58,81.4,4730,4512,5.76,516,285.66,Low,Round Robin,Dynamic
01-01-2024 01:59,53.15,7548,3983,3.79,2750,279.22,Low,Round Robin,Static
01-01-2024 02:00,74.6,5748,3292,2.41,1548,543.25,Low,FCFS,Static
01-01-2024 02:01,81.69,5005,1959,8.17,667,162.46,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 02:02,35.44,6041,124,1.01,3827,812.7,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 02:03,18.8,5913,3603,1.16,4603,78.31,Medium,ASB-Dynamic-CapsNet,Static
01-01-2024 02:04,28.23,1769,4355,4.68,2737,103.63,High,Round Robin,Dynamic
01-01-2024 02:05,44.17,6175,1237,2.9,1554,348.8,High,Priority-Based,Static
01-01-2024 02:06,75.44,4681,1289,7.58,4017,126.91,Medium,Priority-Based,Dynamic
01-01-2024 02:07,78.86,3103,4898,6.52,229,480.94,Low,FCFS,Dynamic
01-01-2024 02:08,10.56,6461,4196,7.84,2635,405.68,High,ASB-Dynamic-CapsNet,Static
01-01-2024 02:09,50.86,1969,3257,3.58,2119,724.59,Low,Priority-Based,Static
01-01-2024 02:10,43.39,877,2467,7.53,4908,953.47,High,Round Robin,Static
01-01-2024 02:11,27.77,2180,4577,8.69,971,756.02,High,Round Robin,Dynamic
01-01-2024 02:12,19.59,5670,1841,3.78,3142,187.65,Low,ASB-Dynamic-CapsNet,Static
01-01-2024 02:13,37.01,741,3788,3.73,4890,936.17,Medium,FCFS,Dynamic
01-01-2024 02:14,85.43,7961,3846,9.05,1560,398.21,Low,FCFS,Dynamic
01-01-2024 02:15,35.86,1419,997,0.97,3649,479.45,Medium,ASB-Dynamic-CapsNet,Static
01-01-2024 02:16,51.5,6182,4123,3.83,3326,427.36,Medium,Round Robin,Static
01-01-2024 02:17,66.24,6909,816,1.63,2769,287.74,High,FCFS,Dynamic
01-01-2024 02:18,39.09,7787,4067,0.78,4782,896.09,High,Round Robin,Static
01-01-2024 02:19,87.74,7355,4121,1.57,1073,338.92,High,Round Robin,Dynamic
01-01-2024 02:20,87,5867,3315,4.6,201,582.81,Medium,Priority-Based,Dynamic
01-01-2024 02:21,30.14,569,490,7.03,62,247.63,Medium,FCFS,Dynamic
01-01-2024 02:22,49.78,4424,3984,3.25,764,799.4,Low,Round Robin,Static
01-01-2024 02:23,34.07,6700,1799,8.57,3200,776.46,High,Priority-Based,Dynamic
01-01-2024 02:24,32.79,6001,3137,4.66,3675,303.35,High,Round Robin,Dynamic
01-01-2024 02:25,12.95,2586,332,9.7,298,684.74,Medium,ASB-Dynamic-CapsNet,Static
01-01-2024 02:26,58.77,2507,2026,9.56,1194,706.83,High,FCFS,Static
01-01-2024 02:27,50.21,1300,3231,7.85,4532,566.89,Medium,Round Robin,Static
01-01-2024 02:28,14.12,5637,3406,9.36,4584,604.59,Low,FCFS,Dynamic
01-01-2024 02:29,32.29,3279,2824,7.22,3393,578.71,Low,Priority-Based,Static
01-01-2024 02:30,82.66,5420,4901,9.01,770,91.05,High,FCFS,Dynamic
01-01-2024 02:31,29.16,1255,333,2.75,4618,673.56,Low,Round Robin,Dynamic
01-01-2024 02:32,21.59,6995,1491,3.78,3279,475.08,High,FCFS,Dynamic
01-01-2024 02:33,49.16,2495,2992,7.65,1056,444.07,High,ASB-Dynamic-CapsNet,Static
01-01-2024 02:34,88.85,6435,1355,4.53,4778,861.4,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 02:35,29.36,1821,2638,8.45,3348,32.99,Medium,Priority-Based,Dynamic
01-01-2024 02:36,63.77,2830,3790,8.84,2518,258.8,High,Round Robin,Static
01-01-2024 02:37,70.93,6205,989,3.35,4169,130.19,Low,FCFS,Dynamic
01-01-2024 02:38,29.01,609,4787,8.32,3863,44.99,Low,Priority-Based,Static
01-01-2024 02:39,68.26,1516,845,1.97,587,282.92,High,Priority-Based,Static
01-01-2024 02:40,39.42,7847,1819,3.67,2874,988.59,High,Round Robin,Static
01-01-2024 02:41,60.58,6557,527,5.42,2735,277.53,Low,FCFS,Static
01-01-2024 02:42,60.68,7187,831,2.65,2030,667.07,Low,Priority-Based,Dynamic
01-01-2024 02:43,52.86,6365,899,6,589,127.12,Medium,Priority-Based,Dynamic
01-01-2024 02:44,17.22,4365,4397,6,3934,605.83,Medium,Round Robin,Dynamic
01-01-2024 02:45,76.82,524,935,2.47,4103,984.64,Low,Round Robin,Dynamic
01-01-2024 02:46,35.66,5438,234,8.06,3249,298.92,Medium,Priority-Based,Static
01-01-2024 02:47,24.92,3338,2638,6.5,4566,849.59,Medium,FCFS,Dynamic
01-01-2024 02:48,13.26,1237,3818,3.52,533,997.6,High,Priority-Based,Static
01-01-2024 02:49,57.27,6700,140,2.71,1078,592.67,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 02:50,64.21,679,3467,8.85,101,316.31,Medium,Round Robin,Dynamic
01-01-2024 02:51,11.33,731,2515,8.44,292,676.8,High,ASB-Dynamic-CapsNet,Static
01-01-2024 02:52,50.97,2417,2140,2.68,1736,846.4,Low,FCFS,Dynamic
01-01-2024 02:53,28.12,842,4439,0.84,2871,179.64,Medium,Round Robin,Dynamic
01-01-2024 02:54,61.61,5072,3049,8.14,1890,457.99,Medium,FCFS,Static
01-01-2024 02:55,23.95,6418,4361,6.35,474,326,Low,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 02:56,65.28,3123,3566,1.46,2177,290.53,Medium,FCFS,Dynamic
01-01-2024 02:57,40.94,954,3188,6.08,744,862.21,Low,Round Robin,Dynamic
01-01-2024 02:58,84.94,5851,4923,4.8,403,427.44,High,ASB-Dynamic-CapsNet,Static
01-01-2024 02:59,21,4884,1215,7.86,3740,345.69,Low,Round Robin,Static
01-01-2024 03:00,37.29,5832,4678,2.49,1739,607.48,Low,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 03:01,19.08,6901,2690,4.8,342,227.21,Low,Priority-Based,Dynamic
01-01-2024 03:02,83.98,5125,3673,1.98,766,237.59,High,FCFS,Dynamic
01-01-2024 03:03,80.19,7330,3078,9.6,4674,525.09,Low,FCFS,Static
01-01-2024 03:04,30.64,7572,2547,7.9,4625,415.18,Low,Round Robin,Dynamic
01-01-2024 03:05,62.8,2776,1330,7.5,4622,302.03,High,Priority-Based,Static
01-01-2024 03:06,75.38,7893,2766,7.06,4170,63.41,Medium,Round Robin,Static
01-01-2024 03:07,54.42,1095,4954,4.52,2528,525.57,Medium,Round Robin,Dynamic
01-01-2024 03:08,52.37,4374,4358,9.27,2414,818.44,Low,ASB-Dynamic-CapsNet,Static
01-01-2024 03:09,29.35,5030,2694,1.19,687,852.86,High,Priority-Based,Static
01-01-2024 03:10,17.45,5477,3530,8.13,2455,243.09,High,ASB-Dynamic-CapsNet,Static
01-01-2024 03:11,81.78,7664,3017,2.54,1349,603.64,Low,Round Robin,Static
01-01-2024 03:12,82.03,6377,3052,3.58,3998,857.32,Low,ASB-Dynamic-CapsNet,Static
01-01-2024 03:13,60.65,4997,2095,5.43,739,414.64,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 03:14,37.12,3169,3991,7.94,4489,932.82,Medium,FCFS,Static
01-01-2024 03:15,37.94,2635,406,8.47,2656,903.95,Low,Priority-Based,Static
01-01-2024 03:16,68.08,7227,1462,6.05,761,216.05,High,FCFS,Static
01-01-2024 03:17,81.77,4464,2202,4.33,2660,266.38,Low,Priority-Based,Static
01-01-2024 03:18,80.97,2065,3130,9.49,488,188.64,High,FCFS,Static
01-01-2024 03:19,72.39,808,432,2.84,3583,204.09,Medium,Round Robin,Dynamic
01-01-2024 03:20,61.36,7549,2852,8.13,3928,908.78,Low,FCFS,Dynamic
01-01-2024 03:21,16.73,842,342,6.31,3391,931.83,High,Priority-Based,Static
01-01-2024 03:22,22.93,935,1984,4.08,3142,61.38,Medium,Priority-Based,Dynamic
01-01-2024 03:23,81.88,676,1532,0.51,4288,597.67,Low,Priority-Based,Static
01-01-2024 03:24,58.51,638,2650,4.74,1833,568.59,Low,FCFS,Dynamic
01-01-2024 03:25,10.74,693,402,3.13,917,396.64,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 03:26,18.12,3757,4430,1.49,1538,635.38,Low,FCFS,Static
01-01-2024 03:27,63.08,7885,3209,1.21,517,947.89,Medium,ASB-Dynamic-CapsNet,Static
01-01-2024 03:28,10.4,3735,2286,3.8,3971,178.55,High,FCFS,Static
01-01-2024 03:29,22.86,5780,4390,6.34,1467,129.21,Low,Round Robin,Static
01-01-2024 03:30,53.9,1442,1650,8.46,1826,43.06,Medium,Round Robin,Dynamic
01-01-2024 03:31,65.35,5120,1892,2.24,1131,370.19,Medium,FCFS,Static
01-01-2024 03:32,62.16,4379,746,4.53,4986,344.25,High,FCFS,Dynamic
01-01-2024 03:33,27.94,6220,4756,4.22,2975,436.51,Low,FCFS,Static
01-01-2024 03:34,66.97,3613,812,5.38,4134,508.28,Medium,Round Robin,Static
01-01-2024 03:35,28.98,3462,4608,8.19,4111,760.25,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 03:36,36.03,6853,637,5.76,1061,398.19,Medium,Priority-Based,Static
01-01-2024 03:37,69.72,5336,334,8.54,863,337.31,Low,ASB-Dynamic-CapsNet,Static
01-01-2024 03:38,61.97,5457,2496,5.43,3996,828.61,Low,FCFS,Dynamic
01-01-2024 03:39,77.94,7942,1604,6.24,2366,851.3,High,Round Robin,Dynamic
01-01-2024 03:40,62.61,1453,1474,4.66,2193,240.44,High,Priority-Based,Static
01-01-2024 03:41,55.46,1802,4611,8.32,322,321.53,High,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 03:42,17.49,5870,2009,9.28,3694,826.87,Low,FCFS,Static
01-01-2024 03:43,39.42,3881,1015,6.57,1766,88.61,Medium,Round Robin,Dynamic
01-01-2024 03:44,31.22,6339,4058,8.3,3025,332.59,Low,Round Robin,Static
01-01-2024 03:45,29.52,3380,180,1.06,4150,453.87,Low,Priority-Based,Dynamic
01-01-2024 03:46,87.84,2687,2183,9.11,406,195.2,Low,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 03:47,41.45,5387,2788,2.29,253,188.12,High,Round Robin,Dynamic
01-01-2024 03:48,81.36,1045,1790,2.94,3795,430.61,Medium,FCFS,Static
01-01-2024 03:49,60.49,6440,856,1.01,1646,756.98,Low,FCFS,Static
01-01-2024 03:50,73.58,5612,2770,9.67,546,841.83,High,Priority-Based,Static
01-01-2024 03:51,50.21,2427,3851,8.59,4847,979.44,Low,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 03:52,56.15,6149,3652,9.18,4982,83.24,Medium,Round Robin,Dynamic
01-01-2024 03:53,49.4,4652,567,8.55,112,224.52,High,Priority-Based,Dynamic
01-01-2024 03:54,25.62,6755,1594,5.06,1629,759.06,Low,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 03:55,67.8,504,1119,9.28,4384,545.19,High,ASB-Dynamic-CapsNet,Static
01-01-2024 03:56,32.46,3981,1001,9.71,589,334.4,Medium,Round Robin,Dynamic
01-01-2024 03:57,11.95,6033,772,5.27,4343,213.53,Medium,Priority-Based,Dynamic
01-01-2024 03:58,61.64,3753,538,2.17,4926,287.67,High,Priority-Based,Static
01-01-2024 03:59,24.17,7680,4322,6.76,4175,435,Low,Priority-Based,Static
01-01-2024 04:00,85.24,1862,2176,9.77,2763,185.38,Medium,Priority-Based,Dynamic
01-01-2024 04:01,86.31,2320,544,8.79,1130,964.58,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 04:02,83.19,5878,1065,8.69,1905,116.51,Low,Priority-Based,Dynamic
01-01-2024 04:03,39.61,6733,3890,9.37,3554,985.72,High,Priority-Based,Static
01-01-2024 04:04,11.24,3163,563,8.99,3429,843.47,High,Round Robin,Dynamic
01-01-2024 04:05,84.27,3438,2298,7.87,1648,428.92,Low,FCFS,Dynamic
01-01-2024 04:06,44.25,7341,2387,7.32,1678,742.42,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 04:07,87.33,1773,3865,3.02,3228,674.8,Medium,Round Robin,Static
01-01-2024 04:08,87.09,3826,3276,6.4,2697,221.15,Low,Round Robin,Dynamic
01-01-2024 04:09,78.24,4159,4108,5.45,3422,345.68,Low,Round Robin,Static
01-01-2024 04:10,33.56,3445,3604,8.69,1119,517.99,High,ASB-Dynamic-CapsNet,Static
01-01-2024 04:11,40.81,3518,1012,5.17,2826,641.47,High,FCFS,Static
01-01-2024 04:12,78.09,1631,596,1.71,1242,547.47,Low,ASB-Dynamic-CapsNet,Static
01-01-2024 04:13,35.35,5263,1563,0.55,863,478.26,Medium,Priority-Based,Static
01-01-2024 04:14,23.56,7237,4353,6.94,1202,448.72,High,FCFS,Dynamic
01-01-2024 04:15,54.54,3136,4367,5.72,2805,503.28,Low,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 04:16,84.89,7128,593,3.64,1933,440.01,Medium,ASB-Dynamic-CapsNet,Static
01-01-2024 04:17,65.68,3529,1526,2.11,317,545.92,High,Priority-Based,Static
01-01-2024 04:18,55.6,3519,1792,4.93,3721,889.11,Low,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 04:19,17.77,5877,1893,1.45,2862,636.5,Low,FCFS,Static
01-01-2024 04:20,59.2,7282,2823,3.69,4730,725.39,Medium,Round Robin,Dynamic
01-01-2024 04:21,89.2,5592,758,4.1,4135,601.51,Medium,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 04:22,21.21,6522,4861,4.92,433,646.59,Low,ASB-Dynamic-CapsNet,Static
01-01-2024 04:23,51.47,4877,4562,4.93,4006,582.57,Medium,FCFS,Dynamic
01-01-2024 04:24,80.19,7629,649,2.94,2900,36.6,Low,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 04:25,69.26,3659,742,8.58,4575,999.6,Medium,Round Robin,Dynamic
01-01-2024 04:26,65.76,5823,4450,3.88,3461,43.27,Medium,Priority-Based,Static
01-01-2024 04:27,66.2,6659,307,2.68,1099,401.2,High,Priority-Based,Dynamic
01-01-2024 04:28,38.76,7818,2597,2.17,1883,114.06,High,Priority-Based,Dynamic
01-01-2024 04:29,33.49,5531,4290,3.56,847,105.96,Medium,Round Robin,Dynamic
01-01-2024 04:30,74.75,753,1983,1.14,4517,795.59,Low,Priority-Based,Static
01-01-2024 04:31,74.81,5807,2986,0.81,3025,431.67,Medium,FCFS,Static
01-01-2024 04:32,79.37,828,577,6.25,1340,803.13,High,FCFS,Static
01-01-2024 04:33,83.06,3091,861,6.38,2237,280.06,Low,Round Robin,Static
01-01-2024 04:34,50.91,3330,289,5.53,116,263.9,Medium,Round Robin,Dynamic
01-01-2024 04:35,50.12,3544,855,7.74,1442,258.72,Medium,Round Robin,Dynamic
01-01-2024 04:36,73.86,1920,1546,0.87,4041,619.98,Medium,FCFS,Dynamic
01-01-2024 04:37,62,6136,1763,9.39,3071,816.85,Medium,Round Robin,Dynamic
01-01-2024 04:38,66.16,3901,1935,1.4,1751,457.74,High,Round Robin,Static
01-01-2024 04:39,73.66,3392,4328,6.9,628,385.46,High,Priority-Based,Static
01-01-2024 04:40,81.2,5788,4250,1.77,1655,973.84,High,Round Robin,Static
01-01-2024 04:41,37.04,6312,4160,8.86,4093,125.59,High,ASB-Dynamic-CapsNet,Dynamic
01-01-2024 04:42,40.05,7009,4705,5.35,2028,491.77,Low,Priority-Based,Static
01-01-2024 04:43,17.52,5797,4865,1.28,4555,414.4,Low,FCFS,Static
01-01-2024 04:44,56.26,1154,3712,6.36,2930,107.15,Low,FCFS,Dynamic
01-01-2024 04:45,12.88,5981,1789,0.59,2720,275.52,Medium,FCFS,Dynamic
01-01-2024 04:46,47.25,1259,1416,7.87,3766,38.16,Low,Priority-Based,Dynamic
01-01-2024 04:47,53.41,7282,4929,6.68,4985,878.18,High,FCFS,Static
01-01-2024 04:48,32.92,2298,3286,2.52,4334,611.77,High,Priority-Based,Dynamic
01-01-2024 04:49,57.27,5659,4120,4.06,4422,816.87,Medium,Priority-Based,Static
01-01-2024 04:50,12.44,3471,4454,0.57,2204,526.34,Low,ASB-Dynamic-CapsNet,Static
01-01-2024 04:51,12.99,5011,1245,7.09,2854,603.51,Medium,ASB-Dynamic-CapsNet,Dynamic
